description,genre
the haunting of alaizabel cray the alienist meets dracula in this gripping gothic horror thriller from young uk phenom chris wooding thaniel just seventeen is a wych hunter together he and cathaline his friend and mentor track down the fearful creatures that lurk in the old quarter of london it is on one of these hunts that he first encounters alaizabel cray alaizabel is half crazed lovely and possessed whatever dreadful entity has entered her soul has turned her into a strange and unearthly magnet attracting evil and drawing horrors from every dark corner cathaline and thaniel must discover its cause and defend humanity at all costs,Fantasy
shadow of the moon the author of the far pavilions returns us once again to the vast intoxicating romance of india under the british raj shadow of the moon is the story of winter de ballesteros a beautiful english heiress come home to her beloved india it is also the tale of captain alex randall her protector who aches to possess her forged in the fires of a war that threatens to topple an empire their tale is the saga of a desperate and unforgettable love that consumes all in its thrall filled with the mystery of moonlit palace gardens and the whisperings of passion and intrigue m m kaye evokes an era at once of its time yet timeless another splendid tale of india wall street journal,Historical Fiction
if beale street could talk in this honest and stunning novel james baldwin has given america a moving story of love in the face of injustice told through the eyes of tish a nineteen year old girl in love with fonny a young sculptor who is the father of her child baldwin s story mixes the sweet and the sad tish and fonny have pledged to get married but fonny is falsely accused of a terrible crime and imprisoned their families set out to clear his name and as they face an uncertain future the young lovers experience a kaleidoscope of emotions affection despair and hope in a love story that evokes the blues where passion and sadness are inevitably intertwined baldwin has created two characters so alive and profoundly realized that they are unforgettably ingrained in the american psyche,Romance
guardians of the west garion has slain the evil god torak and been crowned king of riva the prophecy was fulfilled or so it seemed while the strange child errand was growing up in the vale of aldur with polgara and durnik showing only occasional flashes of inexplicable knowledge and power garion was learning to rule and to be the husband of his fiery little queen ce nedra eleven years passed then suddenly the voice of prophecy cried out a warning beware zandramas not even belgarath the sorcerer knew who or what zandramas was but garion discovered hints in a previously obscured part of the mrin codex worse he learned that the dark prophecy was still waging its ancient struggle against the prophecy of light again great evil was brewing in the east and again garion found himself a pawn caught between the two ancient prophecies with the fate of the world somehow resting on him,Fantasy
le grand cahier dans la grande ville qu occupent les arm es trang res la disette menace une m re conduit donc ses enfants la campagne chez leur grand m re analphab te avare m chante et m me meurtri re celle ci m ne la vie dure aux jumeaux loin de se laisser abattre ceux ci apprennent seuls les lois de la vie de l criture et de la cruaut abandonn s eux m mes d nu s du moindre sens moral ils s appliquent dresser chaque jour dans un grand cahier le bilan de leurs progr s et la liste de leurs forfaits le grand cahier nous livre une fable incisive sur les malheurs de la guerre et du totalitarisme mais aussi un v ritable roman d apprentissage domin par l humour noir,Historical Fiction
baltasar and blimunda from the recipient of the 1998 nobel prize in literature a brilliant enchanting novel new york times book review of romance deceit religion and magic set in eighteenth century portugal at the height of the inquisition national bestseller translated by giovanni pontiero when king and church exercise absolute power what happens to the dreams of ordinary people in early eighteenth century lisbon baltasar a soldier who has lost a hand in battle falls in love with blimunda a young girl with strange visionary powers from the day that he follows her home from the auto da f where her mother is condemned and sent into exile the two are bound body and soul by a love of unassailable strength a third party shares their supper that evening padre bartolemeu louren o whose fantasy is to invent a flying machine as the inquisition rages and royalty and religion clash they pursue his impossible not to mention heretical dream of flight,Historical Fiction
cruel unusual an earlier cover edition for this isbn can be found herevirginia chief medical examiner kay scarpetta is called in to autopsy the body of convicted murderer ronnie waddell after his execution several days after the execution a young boy is discovered murdered in the fashion of waddell s earlier killings with waddell s prints near the body scarpetta along with fbi agent benton wesley and detective pete marino try to discover how a dead inmate could have possibly committed another murder after his death as the story progresses she seeks the assistance of her 17 year old niece lucy after she discovers a strange folder on her computer,Mystery
the chrysalids a world paralysed by genetic mutationjohn wyndham takes the reader into the anguished heart of a community where the chances of breeding true are less than fifty per cent and where deviations are rooted out and destroyed as offences and abominations,Science Fiction
candy candy is beside me drenched in sweat she s breathing gently long slow breaths i imagine her soul going in and wanting to leave wanting to come back wanting to leave wanting to come back the day will soon harden into what we need to do but for now we have each other he met candy amid a lush sydney summer gorgeous sexy free spirited candy they fell in love fast lots of laughter and lust the days melting warmly into each other he never planned to give her a habit but she wanted a taste and wasn t love after all about sharing lives candy had a bit of money and in the beginning everything was beautiful heady heroin hazed days the world open and inviting but when the money ran out the craving remained and the days ceased their luxurious stretch but there was still love only now it was a threesome heroin had its own demands its own timetable and thoughts of nabbing the next fix hurled them into each day then when desperation sets in candy will stop at nothing to secure a blast as she and her lover become hostage to the nightmarish world of addiction painful sexy tender and charged with dark humor candy provocatively charts the daily rituals of two lovers maintaining a long term junk habit told in stunningly vivid prose and set against the backdrop of suburban and urban australia candy is both an electrifying and frightening glimpse of contemporary life and love,Romance
star wars republic commando hard contact as the clone wars rage victory or defeat lies in the hands of elite squads that take on the toughest assignments in the galaxy stone cold soldiers who go where no one else would to do what no one else could on a mission to sabotage a chemical weapon research facility on a separatist held planet four clone troopers operate under the very noses of their enemies the commandos are outnumbered and outgunned deep behind enemy lines with no backup and working with strangers instead of trusted teammates matters don t improve when darman the squad s demolitions expert gets separated from the others during planetfall even darman s apparent good luck in meeting an inexperienced padawan vanishes once etain admits to her woeful inexperience for the separated clone commandos and stranded jedi a long dangerous journey lies ahead through hostile territory brimming with trandoshan slavers separatists and suspicious natives a single misstep could mean discovery and death it s a virtual suicide mission for anyone anyone except republic commandos,Science Fiction
the thirteen gun salute captain jack aubrey sets sail for the south china sea with a new lease on life following reinstatement into the royal navy maturin climbs the thousand steps of the sacred crater of the orangutans a killer typhoon catches aubrey and his crew trying to work the diane off a reef in the barbaric court of pulo prabang a diplomatic mission tries to prevent links between bonaparte and the malay princes which would put english merchant shipping at risk,Historical Fiction
dark challenge librarian note alternate cover edition isbn 13 9780505524096was she more than his mate julian savage was golden powerful but tormented for the brooding hunter walked alone always alone far from his carpathian kind alien to even his twin like his name his existence was savage until he met the woman he was sworn to protect when julian heard desari sing rainbows swamped his starving senses emotions bombarded his hardened heart and a dark hunger to possess her flooded his loins blinding him to the danger stalking him and even as desari enflamed him she dared to defy him with mysterious unparalleled feminine powers was desari more than his perfect mate julian had met his match in this woman but would she drive him to madness or save his soul,Fantasy
magic bleeds kate daniels works for the order of the knights of merciful aid officially as a liaison with the mercenary guild unofficially she cleans up the paranormal problems no one else wants to handle especially if they involve atlanta s shapeshifting community when she s called in to investigate a fight at the steel horse a bar midway between the territories of the shapeshifters and the necromancers kate quickly discovers there s a new player in town one who s been around for thousands of years and rode to war at the side of kate s father this foe may be too much even for kate and curran the lord of the beasts to handle because this time kate will be taking on family,Fantasy
yu yu hakusho vol 1 yusuke urameshi was a tough teen delinquent until one selfless act changed his life by ending it when he died saving a little kid from a speeding car the afterlife didn t know what to do with him so it gave him a second chance at life now yusuke is a ghost with a mission performing good deeds at the behest of botan the spirit guide of the dead and koenma her pacifier sucking boss from the other side but what strange things await him on the borderline between life and death,Fantasy
the given day set in boston at the end of the first world war new york times best selling author dennis lehane s long awaited eighth novel unflinchingly captures the political and social unrest of a nation caught at the crossroads between past and future the given day tells the story of two families one black one white swept up in a maelstrom of revolutionaries and anarchists immigrants and ward bosses brahmins and ordinary citizens all engaged in a battle for survival and power beat cop danny coughlin the son of one of the city s most beloved and powerful police captains joins a burgeoning union movement and the hunt for violent radicals luther laurence on the run after a deadly confrontation with a crime boss in tulsa works for the coughlin family and tries desperately to find his way home to his pregnant wife here too are some of the most influential figures of the era babe ruth eugene o neill leftist activist jack reed naacp founder w e b dubois mitchell palmer woodrow wilson s ruthless red chasing attorney general cunning massachusetts governor calvin coolidge and an ambitious young department of justice lawyer named john hoover coursing through some of the pivotal events of the time including the spanish influenza pandemic and culminating in the boston police strike of 1919 the given day explores the crippling violence and irrepressible exuberance of a country at war with and in the thrall of itself as danny luther and those around them struggle to define themselves in increasingly turbulent times they gradually find family in one another and together ride a rising storm of hardship deprivation and hope that will change all their lives,Historical Fiction
a personal matter kenzabur e the winner of the 1994 nobel prize for literature is internationally acclaimed as one of the most important and influential post world war ii writers known for his powerful accounts of the atomic bombing of hiroshima and his own struggle to come to terms with a mentally handicapped son the swedish academy lauded e for his poetic force that creates an imagined world where life and myth condense to form a disconcerting picture of the human predicament today his most personal book a personal matter is the story of bird a frustrated intellectual in a failing marriage whose utopian dream is shattered when his wife gives birth to a brain damaged child,Historical Fiction
hinds feet on high places with over 2 million copies sold hinds feet on high places remains hannah hurnard s best known and most beloved book a timeless allegory dramatizing the yearning of god s children to be led to new heights of love joy and victory in this moving tale follow much afraid on her spiritual journey as she overcomes many dangers and mounts at last to the high places there she gains a new name and is transformed by her union with the loving shepherd included in this special edition february 2009 release is hannah hurnard s own account of the circumstances that led her to write hinds feet and a brief autobiography special edition also features a new cover design,Fantasy
fireblood all hail the fire queen against all odds ruby has defeated the villainous frost king and melted his throne of ice but the bloodthirsty minax that was trapped inside is now haunting her kingdom and everyone she loves the answers to its demise may lie to the south in sudesia the land of the firebloods and a country that holds the secrets to ruby s powers and past despite warnings from her beloved arcus ruby accompanies a roguish fireblood named kai to sudesia where she must master her control of fire in a series of trials to gain the trust of the suspicious fire queen only then can she hope to access the knowledge that could defeat the rampaging minax which grows closer every moment but as sparks fly in her moments alone with kai ruby no longer knows whom to trust the fates of two kingdoms are now in her hands,Fantasy
burned i do know things really began to spin out of control after my first sex dream it all started with a dream nothing exceptional just a typical fantasy about a boy the kind of dream that most teen girls experience but pattyn von stratten is not like most teen girls raised in a religious yet abusive family a simple dream may not be exactly a sin but it could be the first step toward hell and eternal damnation this dream is a first step for pattyn but is it to hell or to a better life for the first time pattyn starts asking questions questions seemingly without answers about god a woman s role sex love mostly love what is it where is it will she ever experience it is she deserving of it it s with a real boy that pattyn gets into real trouble after pattyn s father catches her in a compromising position events spiral out of control until pattyn ends up suspended from school and sent to live with an aunt she doesn t know pattyn is supposed to find salvation and redemption during her exile to the wilds of rural nevada yet what she finds instead is love and acceptance and for the first time she feels worthy of both until she realizes her old demons will not let her go pattyn begins down a path that will lead her to a hell a hell that may not be the one she learned about in sacrament meetings but it is hell all the same in this riveting and masterful novel told in verse ellen hopkins takes readers on an emotional roller coaster ride from the highs of true love to the lows of abuse pattyn s story will have readers engrossed until the very last word,Romance
more pricks than kicks fiction more pricks than kicks beckett s early tragicomic masterpiece is a collection of stories about belacqua a student in dublin in the twenties his adventures encounters and amours that through its original style and wry commentary succeeds in turning everyday incidents into high drama and lets us see street and university life through the observant and caustic wit of the author highly enjoyable to read it delights in exuberant language and the pleasure of discovery very typical of the young writer who in the post war years was to astonish the world with waiting for godot and molloy first published in 1934 more pricks than kicks is beckett s second work of fiction it serves as an excellent introduction to the later work of one of the most seminal and exciting major writers of the twentieth century,Historical Fiction
the road to little dribbling adventures of an american in britain the hilarious and loving sequel to a hilarious and loving classic of travel writing notes from a small island bill bryson s valentine to his adopted country of englandin 1995 bill bryson got into his car and took a weeks long farewell motoring trip about england before moving his family back to the united states the book about that trip notes from a small island is uproarious and endlessly endearing one of the most acute and affectionate portrayals of england in all its glorious eccentricity ever written two decades later he set out again to rediscover that country and the result is the road to little dribbling nothing is funnier than bill bryson on the road prepare for the total joy and multiple episodes of unseemly laughter,Science Fiction
lonely castle in the mirror seven students are avoiding going to school hiding in their darkened bedrooms unable to face their family and friends until the moment they discover a portal into another world that offers temporary escape from their stressful lives passing through a glowing mirror they gather in a magnificent castle which becomes their playground and refuge during school hours the students are tasked with locating a key hidden somewhere in the castle that will allow whoever finds it to be granted one wish at this moment the castle will vanish along with all memories they may have of their adventure if they fail to leave the castle by 5 pm every afternoon they will be eaten by the keeper of the castle an easily provoked and shrill creature named the wolf queen delving into their emotional lives with sympathy and a generous warmth lonely castle in the mirror shows the unexpected rewards of reaching out to others exploring vivid human stories with a twisty and puzzle like plot this heart warming novel is full of joy and hope for anyone touched by sadness and vulnerability,Fantasy
the selection for thirty five girls the selection is the chance of a lifetime the opportunity to escape the life laid out for them since birth to be swept up in a world of glittering gowns and priceless jewels to live in a palace and compete for the heart of gorgeous prince maxon but for america singer being selected is a nightmare it means turning her back on her secret love with aspen who is a caste below her leaving her home to enter a fierce competition for a crown she doesn t want living in a palace that is constantly threatened by violent rebel attacks then america meets prince maxon gradually she starts to question all the plans she s made for herself and realizes that the life she s always dreamed of may not compare to a future she never imagined,Science Fiction
enjoy your life this is an exquisite collection of incidents from the life of the prophet s stories from our islamic heritage and thought provoking anecdotes from the life of the author the aim of the book is to train the reader to enjoy living his life by practicing various self development and inter personal skills what is so compelling and inspiring about this book is that in order to highlight the benefit of using social skills the author draws from the lives of the prophet s and his companions this book is both a practical systematic guide to self improvement and a treasure trove of historical incidents it increases self awareness whilst nurturing the soul and strengthening the spirit the book s author is a prominent figure in the field of islamic da wah and has authored more than twenty published works,Historical Fiction
komarr komarr could be a garden with a thousand more years work or an uninhabitable wasteland if the terraforming fails now the solar mirror vital to the terraforming of the conquered planet has been shattered by a ship hurtling off course the emperor of barrayar sends his newest imperial auditor lord miles vorkosigan to find out why the choice is not a popular one on komarr where a betrayal a generation before drenched the name of vorkosigan in blood thus the komarrans surrounding miles could be loyal subjects potential hostages innocent victims or rebels ready for revenge lies within lies treachery within treachery miles is caught in a race against time to stop a plot that could exile him from barrayar forever his burning hope lies in an unexpected ally one with wounds as deep and honor as beleaguered as his own,Science Fiction
the dreamers gilbert adair s novel is set in paris in the spring of 1968 the city is beginning to emerge from hibernation and an obscure spirit of social and political renewal is in the air yet th o his twin sister isabelle and matthew an american student they have befriended think only of immersing themselves in another addictive form of hibernation moviegoing at the cin math que fran aise night after night they take their place beside their fellow cinephiles in the very front row of the stalls and feast insatiably off the images that flicker across the vast white screen denied their nightly fix when the french government suddenly orders the cin math que s closure th o isabelle and matthew gradually withdraw into a hermetically sealed world of their own creation an airless universe of obsessive private games ordeals humiliations and sexual jousting which finds them shedding their clothes and their inhibitions with equal abandon a vertiginous free fall interrupted only and tragically when the real world outside their shuttered apartment succeeds at last in encroaching on their delirium the study of a triangular relationship whose perverse eroticism contrives nevertheless to conserve its own bruised purity brilliant in its narrative invention and startling in ints imagery the dreamers now a film by bernardo bertolucci belongs to the romantic french tradition of les enfants terribles and le grand meaulnes and resembles no other work in recent british fiction,Historical Fiction
exhalation in these nine stunningly original provocative and poignant stories ted chiang tackles some of humanity s oldest questions along with new quandaries only he could imagine in the merchant and the alchemist s gate a portal through time forces a fabric seller in ancient baghdad to grapple with past mistakes and second chances in exhalation an alien scientist makes a shocking discovery with ramifications that are literally universal in anxiety is the dizziness of freedom the ability to glimpse into alternate universes necessitates a radically new examination of the concepts of choice and free will including stories being published for the first time as well as some of his rare and classic uncollected work exhalation is ted chiang at his best profound sympathetic revelatory,Science Fiction
the richest man in babylon beloved by millions this timeless classic holds the key to all you desire and everything you wish to accomplish this is the book that reveals the secret to personal wealth the success secrets of the ancients an assured road to happiness and prosperity countless readers have been helped by the famous babylonian parables hailed as the greatest of all inspirational works on the subject of thrift financial planning and personal wealth in language as simple as that found in the bible these fascinating and informative stories set you on a sure path to prosperity and its accompanying joys acclaimed as a modern day classic this celebrated bestseller offers an understanding of and a solution to your personal financial problems that will guide you through a lifetime this is the book that holds the secrets to keeping your money and making more the richest man in babylonread it and recommend it to loved ones and get on the road to riches more than two million books sold,Historical Fiction
lux 1 2 call to arms call to arms is the second book in the lux series lux omnibus volume 1 containing seeds call to arms and alliance is now available from amazon as america falls the survivors begin to build an army to fight against the corrupt government of senator angine while the lux experiment with their abilities and try to come to terms with what they are,Science Fiction
the black obelisk from the author of the masterpiece all quiet on the western front the black obelisk is a classic novel of the troubling aftermath of world war i in germany a hardened young veteran from the first world war ludwig now works for a monument company selling stone markers to the survivors of deceased loved ones though ambivalent about his job he suspects there s more to life than earning a living off other people s misfortunes a self professed poet ludwig soon senses a growing change in his fatherland a brutality brought upon it by inflation when he falls in love with the beautiful but troubled isabelle ludwig hopes he has found a soul who will offer him salvation who will free him from his obsession to find meaning in a war torn world but there comes a time in every man s life when he must choose to live despite the prevailing thread of history horrifically repeating itself,Historical Fiction
soul cure how to heal your pain and discover your purpose your most valuable possessionyour soul simply put is your mind to think your heart to feel and your will to decide it s the very deepest part of your humanity the source of all treasure and talent refreshingly honest and keenly insightful pastor and talk show host gregory dickow shows how your mindset is the single most powerful force in shaping your emotions your decisions and your destiny when you discover the power of god s healing love then fear anxiety anger and shame will stop sabotaging your happiness and your life your best days are going to be your next days turn your pain into purpose and let god continue your winning story,Horror
1632 freedom and justice american style 1632 and in northern germany things couldn t get much worse famine disease religous war laying waste the cities only the aristocrats remained relatively unscathed for the peasants death was a mercy 2000 things are going ok in grantville west virginia and everybody attending the wedding of mike stearn s sister including the entire local chapter of the united mine workers of america which mike leads is having a good time then everything changed when the dust settles mike leads a group of armed miners to find out what happened and finds the road into town is cut as with a sword on the other side a scene out of hell a man nailed to a farmhouse door his wife and daughter attacked by men in steel vests faced with this mike and his friends don t have to ask who to shoot at that moment freedom and justice american style are introduced to the middle of the thirty years war,Historical Fiction
the riders fred scully waits at the arrival gate of an international airport anxious to see his wife and seven year old daughter after two years in europe they are finally settling down he sees a new life before them a stable outlook and a cottage in the irish countryside that he s renovated by hand he s waited sweated on this reunion he does not like to be alone he s that kind of man the flight lands the glass doors hiss open and scully s life begins to go down in flames,Fantasy
secrets of a summer night four young ladies at the side of the ballroom make a pact to help each other find husbands no matter what it takes proud and beautiful annabelle peyton could have her pick of suitors if only she had a dowry her family is on the brink of disaster and the only way annabelle can save them is to marry a wealthy man unfortunately her most persistent admirer is the brash simon hunt a handsome and ambitious entrepreneur who wants her as his mistress annabelle is determined to resist simon s wicked propositions but she can t deny her attraction to the boldly seductive rogue any more than he can resist the challenge she presents as they try to outmaneuver each other they find themselves surrendering to a love more powerful than they could have ever imagined but fate may have other plans and it will take all of annabelle s courage to face a peril that could destroy everything she holds dear,Historical Fiction
the haunted air in the sequel to the tomb repairman jack returns in a chilling adventure set against the backdrop of a queens house haunted by the ghost of a nine year old girl as jack becomes embroiled in a terrifying struggle in which the forces of evil threat,Fantasy
asylum asylum is a thrilling and creepy photo novel perfect for fans of the new york times bestseller miss peregrine s home for peculiar children for sixteen year old dan crawford new hampshire college prep is more than a summer program it s a lifeline an outcast at his high school dan is excited to finally make some friends in his last summer before college but when he arrives at the program dan learns that his dorm for the summer used to be a sanatorium more commonly known as an asylum and not just any asylum a last resort for the criminally insane as dan and his new friends abby and jordan explore the hidden recesses of their creepy summer home they soon discover it s no coincidence that the three of them ended up here because the asylum holds the key to a terrifying past and there are some secrets that refuse to stay buried featuring found photos of unsettling history and real abandoned asylums and filled with chilling mystery and page turning suspense madeleine roux s teen debut asylum is a horror story that treads the line between genius and insanity,Fantasy
rainbow valley anne shirley is grown up has married her beloved gilbert and is the mother of six mischievous children these boys and girls discover a special place all their own but they never dream of what will happen when a strange family moves into an old mansion nearby the meredith clan is two boys and two girls and a runaway named mary vance soon the merediths join anne s children in their private hideout intent on carrying out their plans to save mary from the orphanage to help the lonely minister find happiness and to keep a pet rooster from the soup pot there s always an adventure brewing in the sun dappled world of rainbow valley,Historical Fiction
go ask alice it started when she was served a soft drink laced with lsd in a dangerous party game within months she was hooked trapped in a downward spiral that took her from her comfortable home and loving family to the mean streets of an unforgiving city it was a journey that would rob her of her innocence her youth and ultimately her life read her diary enter her world you will never forget her,Thriller
harry potter and the deathly hallows harry has been burdened with a dark dangerous and seemingly impossible task that of locating and destroying voldemort s remaining horcruxes never has harry felt so alone or faced a future so full of shadows but harry must somehow find within himself the strength to complete the task he has been given he must leave the warmth safety and companionship of the burrow and follow without fear or hesitation the inexorable path laid out for him in this final seventh installment of the harry potter series j k rowling unveils in spectacular fashion the answers to the many questions that have been so eagerly awaited,Fantasy
bad moonlight she wasn t just crying wolf danielle verona can t believe the band picked her to be their new lead singer she s on the road performing at all the hot clubs the adoring fans the bright lights it s a dream come true but when nighttime falls danielle can feel the terror in the darkness there s eerie howling outside her window and then a band member is killed ripped to shreds by a wild animal danielle knows something is out there lurking in the moonlight something savage and hungry,Fantasy
the crow as this enthralling epic nears its climax the young heroine s brother discovers his own hidden gift and the role he must play in battling the dark hem is a weary orphan whose struggle for survival ends when he is reunited with his lost sister maerad but maerad has a destiny to fulfill and hem is sent to the golden city of turbansk where he learns the ways of the bards and befriends a mysterious white crow when the forces of the dark threaten hem flees with his protector saliman and an orphan girl named zelika to join the light s resistance forces it is there that hem has a vision and learns that he too has a part to play in maerad s quest to solve the riddle of the treesong as the crow continues the epic tale begun with the naming and the riddle alison croggon creates a world of astounding beauty overshadowed by a terrifying darkness a world where maerad and hem must prepare to wage their final battle for the light,Fantasy
la fille de papier tom boyd un crivain c l bre en panne d inspiration voit surgir dans sa vie l h ro ne de ses romans elle est jolie elle est d sesp r e elle va mourir s il s arr te d crire impossible et pourtant ensemble tom et billie vont vivre une aventure extraordinaire o la r alit et la fiction s entrem lent et se bousculent dans un jeu s duisant et mortel une com die vive et piquanteun suspense romantique et fantastiquequand la vie ne tient plus qu un livre,Thriller
fracture by the time delaney maxwell was pulled from a maine lake s icy waters by her best friend her heart had stopped beating but somehow delaney survived despite the brain scans that show irreparable damage everyone wants delaney to be fine but she knows she s far from normal pulled by strange sensations she can t control or explain delaney now finds herself drawn to the dying and when she meets troy varga a boy who recently emerged from a coma with the same abilities she is relieved to share this strange new existence unsure if her altered brain is predicting death or causing it delaney must figure out if their gift is a miracle a freak of nature or something else much more frightening,Fantasy
witch child the spellbinding diary of a teenage girl who escapes persecution as a witch only to face new intolerance in a puritan settlement enter the world of young mary newbury a world where simply being different can cost a person her life hidden until now in the pages of her diary mary s startling story begins in 1659 the year her beloved grandmother is hanged in the public square as a witch mary narrowly escapes a similar fate only to face intolerance and new danger among the puritans in the new world how long can she hide her true identity will she ever find a place where her healing powers will not be feared just two weeks after publication celia rees s witch child spirited its way onto the book sense children s only 76 list as one of the top 10 books that independent booksellers like to handsell within a month this riveting book sold out its first two hardcover printings now candlewick press is pleased to announce the publication of witch child in paperback,Fantasy
anathem fraa erasmas is a young avout living in the concent of saunt edhar a sanctuary for mathematicians scientists and philosophers protected from the corrupting influences of the outside saecular world by ancient stone honored traditions and complex rituals over the centuries cities and governments have risen and fallen beyond the concent s walls three times during history s darkest epochs violence born of superstition and ignorance has invaded and devastated the cloistered mathic community yet the avout have always managed to adapt in the wake of catastrophe becoming out of necessity even more austere and less dependent on technology and material things and erasmas has no fear of the outside the extramuros for the last of the terrible times was long long ago now in celebration of the week long once in a decade rite of apert the fraas and suurs prepare to venture beyond the concent s gates at the same time opening them wide to welcome the curious extras in during his first apert as a fraa erasmas eagerly anticipates reconnecting with the landmarks and family he hasn t seen since he was collected but before the week is out both the existence he abandoned and the one he embraced will stand poised on the brink of cataclysmic change powerful unforeseen forces jeopardize the peaceful stability of mathic life and the established ennui of the extramuros a threat that only an unsteady alliance of saecular and avout can oppose as one by one erasmas and his colleagues teachers and friends are summoned forth from the safety of the concent in hopes of warding off global disaster suddenly burdened with a staggering responsibility erasmas finds himself a major player in a drama that will determine the future of his world as he sets out on an extraordinary odyssey that will carry him to the most dangerous inhospitable corners of the planet and beyond,Science Fiction
silence for eleven years oakley farrell has been silent at the age of five she stopped talking and no one seems to know why refusing to communicate beyond a few physical actions oakley remains in her own little world bullied at school she has just one friend cole benson cole stands by her refusing to believe that she is not perfect the way she is over the years they have developed their own version of a normal friendship however will it still work as they start to grow even closer when oakley is forced to face someone from her past can she hold her secret in any longer,Mystery
the hotel new hampshire the first of my father s illusions was that bears could survive the life lived by human beings and the second was that human beings could survive a life led in hotels so says john berry son of a hapless dreamer brother to a cadre of eccentric siblings and chronicler of the lives lived the loves experienced the deaths met and the myriad strange and wonderful times encountered by the family berry hoteliers pet bear owners friends of freud the animal trainer and vaudevillian that is and playthings of mad fate they dream on in a funny sad outrageous and moving novel by the remarkable author of a prayer for owen meany and last night in twisted river,Science Fiction
the prisoner of cell 25 my name is michael vey and the story i m about to tell you is strange very strange it s my story to everyone at meridian high school michael vey is an ordinary fourteen year old in fact the only thing that seems to set him apart is the fact that he has tourette s syndrome but michael is anything but ordinary michael has special powers electric powers michael thinks he s unique until he discovers that a cheerleader named taylor also has special powers with the help of michael s friend ostin the three of them set out to discover how michael and taylor ended up this way but their investigation brings them to the attention of a powerful group who wants to control the electric children and through them the world michael will have to rely on his wits powers and friends if he s to survive,Fantasy
all hallows eve halloween is fast approaching and with it alexandria s eighteenth birthday will alex peter and james find liam s lost receptacle before the impending sacrifice on all hallows eve will the anger and darkness that s plaguing alex overcome her can alex find a way to defeat liam or will she suffer the consequences of so many pure blooded witches before her all hallows eve is the gripping conclusion to the new england witch chronicles series for more information please visit www chelseabellingeri com,Fantasy
the city not long after half a generation ago a gesture in the name of peace turned out to spread plague and disaster in san francisco the survivors are heir to a city transformed it is a haunted dreaming place peopled with memories and in a strange way nearly alive itself and although it is only beginning to recover from near ultimate disaster the city is at risk again an army of power hungry men are descending on san francisco teenagers jax and danny boy must lead the fight for freedom using the only weapons they have art magic and the soul of the city itself,Science Fiction
the improbable wonders of moojie littleman moojie littleman a biracial and partially disabled foundling lives with his adoptive grandfather unable to connect with hardhearted racist pappy moojie reaches out to a secret otherworldly clan following a series of trials moojie is called to a great destiny if only he can survive one last terrifying trial welcome to the mythical 1900s world of mayhem and merriment where miracles are as real as the extraterrestrials and noxious spirits roaming the ancestral site of decimated american indians from screenwriter and award winning novelist robin gregory comes a masterful d but about family and first love magic and miracles brimming with compassion lyricism and originality winner of 22 awards,Fantasy
the inverted world the city is winched along tracks through a devastated land full of hostile tribes rails must be freshly laid ahead of the city and carefully removed in its wake rivers and mountains present nearly insurmountable challenges to the ingenuity of the city s engineers but if the city does not move it will fall farther and farther behind the optimum and into the crushing gravitational field that has transformed life on earth the only alternative to progress is death the secret directorate that governs the city makes sure that its inhabitants know nothing of this raised in common in creches nurtured on synthetic food prevented above all from venturing outside the closed circuit of the city they re carefully sheltered from the dire necessities that have come to define human existence yet the city is in crisis people are growing restive the population is dwindling the rulers know that for all their efforts slowly but surely the city is slipping ever farther behind the optimum helward mann is a member of the city s elite better than anyone he knows how tenuous is the city s continued existence but the world he s about to discover is infinitely stranger than the strange world he believes he knows so well,Science Fiction
it s all too much an easy plan for living a richer life with less stuff when you think of what it will take to clean your house are you so overwhelmed you throw up your hands and cry it s all too much do you dream of having a closet where your clothes aren t crammed in so tightly that you can actually get to them is your basement filled with boxes of precious family mementos you haven t opened in ten years but are too afraid to toss are your kitchen counters overrun with appliances you ve never used do your kids play in the living room because there s no room left in their playroom if somewhere along the way you ve simply lost the ability to keep your home organized and clutter free then it s all too much has the solution you ve been searching for peter walsh the organizational guru from tlc s hit show clean sweep understands how easy it is for clutter to creep into your life and how hard it is to get rid of it in it s all too much he shares his proven system for letting go of your emotional and physical clutter so that you can create a happier more stress free home and life at last here is a system for managing your clutter regaining control and living the life you imagine for yourself peter has helped clients from every walk of life with his trademark humor and insight peter guides you step by step through the very charged process of decluttering your home organizing your possessions and reclaiming your life going way beyond color coded boxes and storage bin solutions it s all too much shows you how to reexamine your priorities and let go of the things that are weighing you down clearly and simply peter gives you the courage you need to go through your home room by room even possession by possession and honestly assess what adds to your quality of life and what s keeping you from living the life of your dreams filled with real life examples and advice for homes of all sizes and personalities it s all too much will set you free from the emotional baggage that goes along with clutter and help you lead a fuller richer life with less stuff,Fantasy
sid renowned for his playboy lifestyle and wisecrack remarks sid sinclair knows he is the last pick for the lead investigator of human half breed trafficking never one to play by the rules sid takes his new position seriously but not without driving the leader of the vc council and fellow warrior s crazy a human with a special gift lana fitzpatrick s life is complicated when sid sinclair charges into her life her complicated life becomes torturous his charm and wit draws her in like no other having dealt with alpha men most of her life she is a match made in heaven for the vc warrior who thinks he is god s gift to women as the world of vampires and humans try to coexist sid and lana s lives intertwine it doesn t take long before the sparks between the two fly and for them to realize they have both finally met their match,Fantasy
